,Galaxy,re (kpc),rotational velocity,rotational velocity mass (solar mass),star formation rate,star formation density,assymetry,eta average vrot
397,8981-1902,1.8409933131657448,0.0,-1.025974,0.0,-1.025974,-0.09635673488849741,2.0238707693796734
398,8981-3703,2.587796909913016,0.0,0.0040160795,0.0,0.0040160795,0.0001908938978635953,12.66413954365126
399,8981-9102,4.222375954319927,0.0,-0.7771185,0.0,-0.7771185,-0.013874699251479787,2.066499799889512
400,8982-12701,6.056392758758589,0.0,-0.49331304,0.0,-0.49331304,-0.004280994438124891,2.291828429584476
401,8982-12702,3.9374146434790815,0.0,-0.67822343,0.0,-0.67822343,-0.01392517342665053,3.8862188809688183
402,8983-6103,3.947398238772047,0.0,-0.52874315,0.0,-0.52874315,-0.010801224517479049,3.1677191159811753
403,8984-6101,3.655934962131164,0.0,-0.45630515,0.0,-0.45630515,-0.010866972592587835,4.191658429195051
404,8985-12704,3.417120119912593,0.0,-0.8108185,0.0,-0.8108185,-0.022103104747993665,3.4185486680658497
405,8986-12703,5.089634634853738,0.0,-0.7535211,0.0,-0.7535211,-0.009259175633725795,8.275464374036297
406,8986-12705,4.930531585618955,0.0,-0.21028022,0.0,-0.21028022,-0.00275334776591044,5.376513102482017
407,8987-12703,8.392478831088523,0.0,0.10597008,0.0,0.10597008,0.0004789088571549901,7.082476572997572
408,8987-12704,6.307750641492008,0.0,-0.6149193,0.0,-0.6149193,-0.004919480257062707,2.879392759603676
409,8987-12705,5.716775234923947,0.0,-0.5901448,0.0,-0.5901448,-0.005747864038367727,4.665195189896046
410,8987-3704,3.5927947669105813,0.0,-0.72612447,0.0,-0.72612447,-0.017905909210039726,2.141375933260572
411,8987-6101,2.703299337139097,0.0,-1.1275251,0.0,-1.1275251,-0.049112050463582246,2.169733575855316
412,8988-12702,5.612691783945131,0.0,-1.184009,0.0,-1.184009,-0.011963623214864764,1.6995861699650494
413,8988-12703,8.266272350647018,0.0,0.41782424,0.0,0.41782424,0.0019463652300210404,21.158966037354503
414,8988-1901,3.8628684655264536,0.0,-1.5321229,0.0,-1.5321229,-0.03268314770137554,1.8013167133094008
415,8988-3701,3.3563051512811977,0.0,-0.84373206,0.0,-0.84373206,-0.02384140248660805,3.459384026034514
416,8990-12701,5.546162101784975,0.0,-0.13246578,0.0,-0.13246578,-0.0013707830003748215,8.74280434091285
417,8990-12704,8.229735636142168,0.0,-0.28614438,0.0,-0.28614438,-0.001344818182601993,4.063188792049821
418,8992-12701,6.2401527062053,0.0,1.1242081,0.0,1.1242081,0.009189807181904668,17.512323609496264
419,8992-12702,7.2219444987296875,0.0,0.42513108,0.0,0.42513108,0.0025945658222423823,7.56627305924779
420,8992-3703,3.0891921137571408,0.0,-0.6628049,0.0,-0.6628049,-0.02210782427004101,2.5402933432570354
421,8993-6101,3.3676740502344393,0.0,-1.1676369,0.0,-1.1676369,-0.03277161370454624,1.892262568947257
422,8993-6102,2.920240079682257,0.0,-0.6023958,0.0,-0.6023958,-0.0224851054415813,3.5043669754073523
423,8993-6104,2.808094024723866,0.0,0.90726084,0.0,0.90726084,0.036623428649983455,2.2071696472177136
424,8994-12704,8.959910533798265,0.0,-0.8266665,0.0,-0.8266665,-0.003277729471037713,2.5492092058559987
425,8995-9101,7.727969227530935,0.0,0.152675,0.0,0.152675,0.0008137430564889055,2.373888729475399
426,8996-12701,6.043477480552269,0.0,-0.2974865,0.0,-0.2974865,-0.0025926482154715255,9.808448493718352
427,8996-12702,11.611456641158727,0.0,0.05024529,0.0,0.05024529,0.00011862386337947206,5.784637317310088
428,8996-12704,5.759709053978406,0.0,-0.49199998,0.0,-0.49199998,-0.004720783935097646,3.4982835065038533
429,8996-6102,5.589051913518701,0.0,-0.043103203,0.0,-0.043103203,-0.0004392212926800983,27.797856874628792
430,8997-12703,4.402980874641301,0.0,-1.2993976,0.0,-1.2993976,-0.02133529172473041,2.0857013159415163
431,8997-6103,3.5426301655510364,0.0,-0.4776381,0.0,-0.4776381,-0.01211427568634905,5.227505388697446
432,8998-3703,1.8399846087914522,0.0,-1.3548127,0.0,-1.3548127,-0.12737993389692626,2.507966535031856
433,8998-6102,3.2005299259227655,0.0,-0.5125806,0.0,-0.5125806,-0.015928265471830703,3.990626562470127
434,8999-12705,2.172130976143785,0.0,-1.4142473,0.0,-1.4142473,-0.095412101111211,
435,8999-3704,2.3311950655126306,0.0,-0.5790412,0.0,-0.5790412,-0.03391582221510277,5.191368823499093
436,8999-9101,1.8399846087914522,0.0,-1.3548127,0.0,-1.3548127,-0.12737993389692626,3.6889360168650995
437,9000-12705,6.602554814795411,0.0,-0.16078655,0.0,-0.16078655,-0.0011740208896116795,7.6682859806792365
438,9001-6102,3.2959024623998685,0.0,-0.7531632,0.0,-0.7531632,-0.022069400102414042,1.747391248239212
439,9002-9102,2.647676813374324,0.0,-0.93029094,0.0,-0.93029094,-0.04224146513349528,3.333888470124587
440,9024-12702,5.651810465428565,0.0,-0.40696976,0.0,-0.40696976,-0.004055431633237268,6.082854163960859
441,9024-9102,17.197498889206816,0.0,0.32181215,0.0,0.32181215,0.00034635541976872316,15.1883256716007
442,9029-6104,4.049774663923987,0.0,-1.0690366,0.0,-1.0690366,-0.02074822670262066,2.190442847884826
443,9030-1901,2.3587937795001066,0.0,-1.6964912,0.0,-1.6964912,-0.09705586879507817,0.0
444,9031-12704,5.720542078718011,0.0,0.31704044,0.0,0.31704044,0.003083829971865069,10.090078380273027
445,9032-3703,9.035077469280184,0.0,-0.06908496,0.0,-0.06908496,-0.00026938279774965955,8.059723134161702
446,9032-9102,3.777157137193064,0.0,-0.5917856,0.0,-0.5917856,-0.013203358704872685,16.3645913176138
447,9033-3702,2.7074277329343457,0.0,-0.6419432,0.0,-0.6419432,-0.027876162965223973,5.959841020424149
448,9034-3703,2.85677637610953,0.0,-1.7356666,0.0,-1.7356666,-0.06769614684974304,
449,9034-6103,4.528138715711382,0.0,-1.0913533,0.0,-1.0913533,-0.016942443535692336,1.8306945685176004
450,9035-12704,5.480296070694556,0.0,-0.25553975,0.0,-0.25553975,-0.0027083235190046907,2.5503077402450103
451,9035-3702,2.6628188054545943,0.0,-0.46873003,0.0,-0.46873003,-0.02104212891796404,4.838609136287651
452,9035-9102,4.366694894031041,0.0,-0.48898023,0.0,-0.48898023,-0.008162735692828738,2.5316624742787766
453,9037-12701,4.080093054587681,0.0,-0.7156337,0.0,-0.7156337,-0.013683612558471243,2.1403282309399247
454,9037-9102,7.21472086294309,0.0,-0.3954803,0.0,-0.3954803,-0.002418443366449371,5.551604530771276
455,9038-12704,5.061090085328437,0.0,-0.37567568,0.0,-0.37567568,-0.004668475362446473,3.486040593247818
456,9038-3701,4.204015618586097,0.0,-0.20220399,0.0,-0.20220399,-0.003641759020515146,3.7894463553031272
457,9038-9101,3.708443876219453,0.0,-0.82893443,0.0,-0.82893443,-0.019186108003084804,3.3155451155977698
458,9038-9102,3.540432113985545,0.0,-0.7221773,0.0,-0.7221773,-0.018339244211159147,3.003303875268092
459,9040-12703,7.2881971691127845,0.0,-0.70849043,0.0,-0.70849043,-0.0042456470756134295,2.6080347467823355
460,9040-12704,7.23234422356075,0.0,0.060858715,0.0,0.060858715,0.0003703520316545809,5.272174232305387
461,9042-12701,6.426296792222892,0.0,0.05846471,0.0,0.05846471,0.00045063235075587965,7.8876355733620755
462,9047-12705,5.875117656298551,0.0,0.7451505,0.0,0.7451505,0.0068716493769644385,20.166350810201465
463,9047-9101,4.590961794805704,0.0,-0.74099994,0.0,-0.74099994,-0.011190795024395206,2.387391539743205
464,9048-12702,6.679348016713958,0.0,-0.8065215,0.0,-0.8065215,-0.005754371795394074,3.1006703464441623
465,9048-12703,8.127586217160239,0.0,-0.017036939,0.0,-0.017036939,-8.209534388714889e-05,8.692337884340697
466,9050-12701,6.0210266056349555,0.0,-0.4422221,0.0,-0.4422221,-0.003882839742454989,3.064137484249503
467,9050-12703,12.15598988639341,0.0,-0.64435035,0.0,-0.64435035,-0.0013880066147990513,3.5036141004906813
468,9085-12702,6.055850436228056,0.0,-0.3280345,0.0,-0.3280345,-0.0028472090461747696,4.597715457994764
469,9085-9102,3.7615504742942347,0.0,-0.75073963,0.0,-0.75073963,-0.016889067992341602,3.5177708287553573
470,9086-12701,9.517980021586368,0.0,-1.606796,0.0,-1.606796,-0.0056457455198503925,7.399597847286294
471,9086-12705,4.923444424355385,0.0,-0.3150404,0.0,-0.3150404,-0.004136931318029841,5.344633173514225
472,9086-6102,3.8058710287299906,0.0,-0.02069295,0.0,-0.02069295,-0.0004547413051860641,12.539496453113317
473,9087-12703,7.2815382058405405,0.0,-0.3224136,0.0,-0.3224136,-0.0019356070992373755,2.9960658355217364
474,9087-9102,5.149793728330358,0.0,-0.5657607,0.0,-0.5657607,-0.006790522838520771,2.4094354215602682
475,9088-12701,12.006907785082944,0.0,0.6986325,0.0,0.6986325,0.0015425404046892316,16.185758767867917
476,9088-12703,7.171094506643662,0.0,-0.74699247,0.0,-0.74699247,-0.004623761862471997,3.564439736942699
477,9089-3704,3.4049201898352197,0.0,-0.14054826,0.0,-0.14054826,-0.0038588840060881273,3.9591887064876197
478,9090-12703,7.58417302626075,0.0,-1.1079166,0.0,-1.1079166,-0.006131132888368569,3.056461956705228
479,9090-1902,2.2897402173824486,0.0,-0.45195678,0.0,-0.45195678,-0.02743939979693031,5.8170182419234315
480,9091-12703,5.687547073212538,0.0,0.034386747,0.0,0.034386747,0.0003383694980524405,6.4606457679476605
481,9091-12704,11.152200993824904,0.0,0.9470152,0.0,0.9470152,0.0024237393445042917,10.217383257714735
482,9091-6103,3.2253399042559616,0.0,-0.6465687,0.0,-0.6465687,-0.019783987780587764,5.223713026999772
483,9091-9101,4.4865474272608585,0.0,-0.060174808,0.0,-0.060174808,-0.0009515690625643918,6.472128080888904
484,9094-12701,7.3671814805920395,0.0,-0.23925921,0.0,-0.23925921,-0.0014031886432516539,1.968123399953784
485,9094-12705,7.318317991490338,0.0,-0.14010607,0.0,-0.14010607,-0.0008326922388935146,3.6764918676388976
486,9095-6104,3.983427649216629,0.0,-0.14795682,0.0,-0.14795682,-0.0029680502129465634,10.227472698617278
487,9181-12705,15.077653616541408,0.0,-1.2616197,0.0,-1.2616197,-0.0017664895020837361,5.688781730440985
488,9181-9102,4.390439402792953,0.0,-0.72168446,0.0,-0.72168446,-0.011917399655378353,4.548733236508354
489,9182-12702,5.898504283926936,0.0,0.105898805,0.0,0.105898805,0.0009688518842210111,12.83696510013919
490,9182-12705,5.791439689998847,0.0,-0.25237387,0.0,-0.25237387,-0.002395087839292933,3.4010105581502392
491,9184-12702,4.896406760340599,0.0,-0.78973407,0.0,-0.78973407,-0.010485183162917699,4.256986153062487
492,9184-12703,5.37045864074287,0.0,-0.50306857,0.0,-0.50306857,-0.0055520651855561366,3.802225868730652
493,9184-3701,2.535347068735035,0.0,-1.5924137,0.0,-1.5924137,-0.0788553537556038,5.011961200455686
494,9184-3704,3.6392410651383407,0.0,0.45322272,0.0,0.45322272,0.010892815634283372,17.718486263249055
495,9184-6104,5.9720591194104875,0.0,-0.05749254,0.0,-0.05749254,-0.0005131134767032012,3.4677618331751487
496,9185-3704,8.432888140709224,0.0,0.92607117,0.0,0.92607117,0.004145164888868417,5.497691105030647
497,9186-12703,6.017836249679315,0.0,-1.3605713,0.0,-1.3605713,-0.011958885004714197,2.875772176878631
498,9188-12701,6.358617711584332,0.0,-0.5816175,0.0,-0.5816175,-0.004578910373066846,5.663835298769436
499,9188-12705,3.1168393887726564,0.0,-0.63059527,0.0,-0.63059527,-0.02066198237655981,3.926300211700881
500,9189-12701,5.1758741696644455,0.0,-0.35441688,0.0,-0.35441688,-0.004211115007635484,7.277834832079455
501,9189-6104,3.746330470880219,0.0,-0.8153844,0.0,-0.8153844,-0.01849270108493086,1.9821926520516708
502,9190-12702,12.592839498986597,0.0,-0.28333315,0.0,-0.28333315,-0.0005687222048378736,6.013851346874295
503,9190-12705,5.819014801863914,0.0,-0.6824561,0.0,-0.6824561,-0.006415432032765747,22.28178408460914
504,9190-3703,2.6957139776605192,0.0,-0.32808203,0.0,-0.32808203,-0.014370932290540303,6.407369111896476
505,9190-9102,3.1146023404996956,0.0,-0.84531635,0.0,-0.84531635,-0.02773730010626975,4.124319658086814
506,9192-1901,2.6572805175893657,0.0,-0.4329364,0.0,-0.4329364,-0.019516387036660483,9.505476907376403
507,9193-12702,8.238999445751892,0.0,0.024337443,0.0,0.024337443,0.00011412377270076415,187.970101298527
508,9193-9102,3.9554854812033526,0.0,-0.10286335,0.0,-0.10286335,-0.002092720351276487,4.056782252465358
509,9194-12702,10.53024463949928,0.0,0.024337443,0.0,0.024337443,6.986314716732617e-05,32.85326189843429
510,9195-12701,4.387077496668734,0.0,-0.946774,0.0,-0.946774,-0.015658344386285956,3.300980705896773
511,9195-12705,4.15972647993928,0.0,-0.7819633,0.0,-0.7819633,-0.014384903147668436,8.2245733758336
512,9196-12704,9.015160019006329,0.0,-0.5441603,0.0,-0.5441603,-0.0021312289495793936,4.238527992747987
513,9485-12702,4.603747716204969,0.0,-0.7688157,0.0,-0.7688157,-0.01154647277329908,3.5608152871549192
514,9485-3701,2.7353241226773033,0.0,0.34609637,0.0,0.34609637,0.014724127732861763,7.2668117134512755
515,9486-12703,5.323485081413409,0.0,-0.47134492,0.0,-0.47134492,-0.005294157698041638,5.278661398400233
516,9486-12704,4.556973773462451,0.0,-0.42835358,0.0,-0.42835358,-0.006565978673623618,9.893967049168868
517,9486-9102,4.5545761072784385,0.0,-0.26861587,0.0,-0.26861587,-0.004121790086533062,6.633879375888939
518,9488-12701,6.2729634935967304,0.0,-0.32350972,0.0,-0.32350972,-0.0026169290294773217,6.4854444648685305
519,9488-12704,3.2218540855518496,0.0,-1.023913,0.0,-1.023913,-0.031397962015149126,1.966183688664511
520,9491-12702,7.133844926230613,0.0,-1.0239474,0.0,-1.0239474,-0.006404429187293715,2.853180850700167
521,9491-12703,6.364752608550018,0.0,-0.35145447,0.0,-0.35145447,-0.002761570526227964,6.097852854185646
522,9491-6102,3.3619933749219193,0.0,-1.1129833,0.0,-1.1129833,-0.03134332649113325,3.0601547622794154
523,9493-3702,1.8750168755763632,0.0,-0.8529922,0.0,-0.8529922,-0.07722978286747635,4.406651785094174
524,9494-12701,3.2599231019183184,0.0,-1.0138968,0.0,-1.0138968,-0.030368908159458845,2.6337972553230666
525,9494-12702,4.041392842872639,0.0,-0.69111663,0.0,-0.69111663,-0.013469123506380258,8.261443786346343
526,9494-12703,4.173934795629653,0.0,-0.6098108,0.0,-0.6098108,-0.011141763586431366,4.478732642405843
527,9494-12704,8.647757346914961,0.0,0.235965,0.0,0.235965,0.001004363045508605,15.416895283633785
528,9494-6102,2.2511884133677116,0.0,-1.6607805,0.0,-1.6607805,-0.10431306045638497,2.386053380402377
529,9495-12705,5.418281729226342,0.0,-1.739313,0.0,-1.739313,-0.0188583940481212,3.8174592020695743
530,9496-12702,6.497484633049592,0.0,-0.22044662,0.0,-0.22044662,-0.0016621225535832197,4.255839482655591
531,9496-12703,9.304115378985475,0.0,-0.82359135,0.0,-0.82359135,-0.00302838948803829,4.330831810012432
532,9496-1901,3.6098780670070894,0.0,-0.8951755,0.0,-0.8951755,-0.021866197045940956,3.8336105382234074
533,9497-12702,8.77173877568162,0.0,-0.6730047,0.0,-0.6730047,-0.002784176967333587,2.5342743534407757
534,9498-12703,5.693396340437255,0.0,-0.16221806,0.0,-0.16221806,-0.001592965997631905,5.550307050241607
535,9499-12704,7.875651499761454,0.0,-2.1594222,0.0,-2.1594222,-0.011081912085363145,5.982321500530276
536,9500-12703,11.478099559528097,0.0,0.16628803,0.0,0.16628803,0.00040176411991080116,6.323087782382329
537,9500-3701,4.9916544150129,0.0,-0.96732014,0.0,-0.96732014,-0.012357520467306756,2.6646641715556783
538,9501-3703,3.421024313171066,0.0,-1.0061404,0.0,-1.0061404,-0.02736505797775201,12.279623761461355
539,9502-12704,6.528486645084541,0.0,-99.0,0.0,-99.0,-0.7393673727008719,1.9010018412653134
540,9502-12705,8.43596721905455,0.0,-99.0,0.0,-99.0,-0.4428080983966288,5.93301239401962
541,9502-1901,2.6684210884282438,0.0,-0.553724,0.0,-0.553724,-0.024753393128461743,5.243602617768342
542,9505-12702,4.976287288528642,0.0,-1.0749999,0.0,-1.0749999,-0.013818079051676398,2.0486945956341214
543,9505-3703,2.9801162881620575,0.0,-1.668085,0.0,-1.668085,-0.05978632747004601,3.702274680087593
544,9505-6102,3.6184487769301033,0.0,-0.17311908,0.0,-0.17311908,-0.00420872172988315,7.010348832657888
545,9505-9102,4.280827189444082,0.0,-0.6004999,0.0,-0.6004999,-0.01043056164758135,4.7572255100727325
546,9506-9102,4.730429152079103,0.0,-0.4596225,0.0,-0.4596225,-0.006538081430460691,7.564487091176192
547,9507-12701,6.640165618203013,0.0,-0.48452374,0.0,-0.48452374,-0.0034978998267452053,6.715482361129235
548,9509-12702,5.146472416908501,0.0,-0.6561829,0.0,-0.6561829,-0.00788598101352135,4.253905129022512
549,9509-6101,4.080556670297812,0.0,-0.6028707,0.0,-0.6028707,-0.011524855245491013,2.502671688855362
550,9510-12702,4.346938727499396,0.0,-0.58968043,0.0,-0.58968043,-0.009933443075817498,3.9806970735434053
551,9510-6101,6.630517280185563,0.0,-0.21815908,0.0,-0.21815908,-0.001579532613345534,23.835402690199594
552,9512-9101,4.890231706747398,0.0,-0.17633684,0.0,-0.17633684,-0.002347114661675315,5.704993619294513
553,9514-12705,5.60186199592197,0.0,-0.16996196,0.0,-0.16996196,-0.001723999138971754,5.441704484739377
554,9865-6101,1.906853223867734,0.0,-0.988167,0.0,-0.988167,-0.08650594158821054,3.8527377479561222
555,9866-12702,9.935192759404664,0.0,-0.0904668,0.0,-0.0904668,-0.00029173379943403635,7.038492175752019
556,9866-9102,8.289338258409991,0.0,-0.19509329,0.0,-0.19509329,-0.0009037592049872455,3.3480188653635095
557,9867-12701,6.738144417696896,0.0,-0.4868821,0.0,-0.4868821,-0.0034134480471814045,3.966504040138737
558,9867-12703,5.516058756318631,0.0,-0.31653723,0.0,-0.31653723,-0.0033114420502870726,4.272058710220092
559,9867-9102,4.959977079759035,0.0,-0.7997188,0.0,-0.7997188,-0.010347325050862713,8.566389354658504
560,9868-1902,2.216044814725814,0.0,-0.78882873,0.0,-0.78882873,-0.05112999728869891,3.0448703358047124
561,9869-12701,4.258244616378287,0.0,-1.2517858,0.0,-1.2517858,-0.021974495867700533,2.637697823590132
562,9869-12705,4.427520032329861,0.0,-0.65904397,0.0,-0.65904397,-0.010701470210751404,4.481735744713353
563,9870-12704,4.0122484665777645,0.0,-1.5562886,0.0,-1.5562886,-0.030772630635020178,2.79432629993089
564,9870-12705,4.69172529005575,0.0,-0.7756376,0.0,-0.7756376,-0.011216150946098069,4.403879965543629
565,9871-1902,5.524453273383578,0.0,-1.1480685,0.0,-1.1480685,-0.01197400229857657,1.931068181966427
566,9871-3702,3.285754455720082,0.0,-0.6130705,0.0,-0.6130705,-0.018075500306058978,4.506628959500311
567,9871-9101,3.276236554523067,0.0,-0.6375629,0.0,-0.6375629,-0.018907000759117134,16.207593915073844
568,9872-12702,5.8588703899693755,0.0,-0.38190478,0.0,-0.38190478,-0.0035414200449577237,3.1386332432287176
569,9872-12705,7.627362904344237,0.0,-0.19184086,0.0,-0.19184086,-0.0010496449319300286,3.3217307310420434
570,9872-6103,4.977392958099067,0.0,-1.0177665,0.0,-1.0177665,-0.013076587095923818,15.292235341750743
571,9872-6104,5.071564808425984,0.0,-1.0890495,0.0,-1.0890495,-0.013477637508292076,2.485033612644297
572,9877-3702,2.499660540388481,0.0,-0.7459641,0.0,-0.7459641,-0.03800195955068144,4.249825201769193
573,9877-3703,2.368568321705932,0.0,-1.661111,0.0,-1.661111,-0.094249042692215,
574,9878-12703,5.1908760666305085,0.0,-0.1119341,0.0,-0.1119341,-0.0013223037533304817,4.043563657394025
575,9878-12704,5.583632109254912,0.0,0.10164465,0.0,0.10164465,0.0010377698770015523,12.056415598895898
576,9879-12703,3.996275021524169,0.0,-0.24473682,0.0,-0.24473682,-0.00487796526915228,5.214632065576289
577,9880-12705,4.28869803243775,0.0,-0.5591785,0.0,-0.5591785,-0.009677198128225565,3.366989231913185
578,9884-12704,3.2142999632324707,0.0,-0.67361444,0.0,-0.67361444,-0.020753373900802438,6.540705383950716
579,9884-12705,5.560286708712193,0.0,0.1534092,0.0,0.1534092,0.0015794546278359598,4.574309942898278
580,9885-12701,9.287630982989395,0.0,-0.63071626,0.0,-0.63071626,-0.0023274172792033193,2.303156517506996
581,9885-12704,5.283878353490101,0.0,-0.579649,0.0,-0.579649,-0.0066086016682887485,3.7335415747238585
582,9885-12705,6.986797241573,0.0,-0.02025305,0.0,-0.02025305,-0.00013206394459966007,11.690111009233082
583,9885-6103,5.119637902250497,0.0,-0.69099706,0.0,-0.69099706,-0.00839165920274377,3.7165051277817582
584,9886-1901,6.585829136624391,0.0,-0.7875967,0.0,-0.7875967,-0.00578007000291077,0.07261914776373708
585,9886-6102,3.380995639843308,0.0,-0.94575816,0.0,-0.94575816,-0.026335465835505285,2.6457160101227837
586,9886-6104,3.433224748077999,0.0,-0.35750982,0.0,-0.35750982,-0.009654585564111466,5.409542246321868
587,9887-12701,5.89807667073919,0.0,0.2897299,0.0,0.2897299,0.002651078612740262,5.254541916532279
588,9889-12704,6.546411191277554,0.0,-0.07724701,0.0,-0.07724701,-0.0005737533534015953,4.2036148747070925
589,9889-6101,4.535483859989184,0.0,-0.72853017,0.0,-0.72853017,-0.011273283178782399,2.8810636852377955
590,9891-6102,5.069033598243091,0.0,0.37557077,0.0,0.37557077,0.004652555655092137,4.958899173069561
591,9893-12704,5.762036570357231,0.0,-0.46766654,0.0,-0.46766654,-0.00448367785982116,2.256723974100005
592,9893-6102,3.6944140895759623,0.0,-0.89320993,0.0,-0.89320993,-0.020831115561789782,3.8288728704728863
593,9893-9102,4.124957768606228,0.0,-0.6274648,0.0,-0.6274648,-0.011738171803344282,3.810757731196685
594,9894-12703,4.606741528832344,0.0,0.9201397,0.0,0.9201397,0.01380117905870495,12.871888087682528
595,9894-12705,5.12995286358469,0.0,-0.20917538,0.0,-0.20917538,-0.0025300781771506325,5.5660873066142855
